namapemda,pulau,tahun,jenis,level1,level2,Level2a,level3,level3a,nilai,Gubernur,WakilGubernur
Provinsi Sulawesi Selatan,Sulawesi,2012,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,9.33866E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,1.20571E+12,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2012,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,3.77152E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,8.70855E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,555053000,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Tenggara,Sulawesi,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.0426E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,2.3253E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2012,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.75044E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,512. Belanja Bunga,513. Belanja Bunga,14762534437,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,3.90194E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2012,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2.04203E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,4.93814E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,87466986,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sumatera Selatan,Sumatera,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,5E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,5.56429E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,507000000,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2012,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,8.20308E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,1.51532E+12,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2012,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.01718E+12,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,6.47607E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,2606928000,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,962744000,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Utara,Sumatera,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,5.49532E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,1.84462E+12,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,25858294000,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2012,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.51094E+12,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,1.78001E+12,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2012,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,8.03608E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.11515E+12,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2012,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,2574957313,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Bali,Bali & Nusra,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,4.85833E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,24486687765,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,3.13295E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2010,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.69734E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,1.9001E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2010,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2.01468E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,4.83669E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,4479600000,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,12873556210,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Jawa Barat,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.06475E+12,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,2.45856E+12,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.92866E+11,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2010,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.44346E+12,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,1.56023E+11,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2010,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.05554E+12,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.63666E+12,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,12194120550,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,563479772,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Tengah,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.19837E+12,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,1.00518E+11,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,3.44916E+11,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2010,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.54207E+12,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,68261172243,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2010,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,4.19476E+11,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.27935E+12,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,15065275223,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Timur,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.32686E+12,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,1.50383E+12,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,47627536316,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2010,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.59379E+12,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,512. Belanja Bunga,513. Belanja Bunga,167633823,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,6.82407E+11,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2010,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,8.77877E+11,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.95219E+12,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,25257154976,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Kalimantan Barat,Kalimantan,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.37066E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,1.29988E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,8620600000,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2010,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,4.90479E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,50451332000,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2010,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,3.76897E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,4.05143E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Barat,Kalimantan,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1558270000,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Timur,Kalimantan,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,9.01355E+11,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,1.17008E+12,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.03863E+11,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2010,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,8.54936E+11,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,3.5617E+11,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2010,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.65397E+12,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,8.78192E+11,ISRAN NOOR,HADI MULYADI
Provinsi Lampung,Sumatera,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,3.78734E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,19314549041,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,87950120848,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2010,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,5.34104E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,38365623000,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2010,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,4.25809E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,4.93264E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,27357876000,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Maluku,Papua & Maluku,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,60881792024,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,966654874,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,23821897250,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2010,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,3.58405E+11,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,512. Belanja Bunga,513. Belanja Bunga,1387265625,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,22417069284,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2010,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.58861E+11,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,3.19457E+11,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,2498527517,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1585445000,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku Utara,Papua & Maluku,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,31225366846,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,36025107000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2010,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.16053E+11,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,11381334000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2010,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.92525E+11,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2010,Realisasi,5. Belanja,52. Belanja Langsung,51. Belanja Pegawai,521. Belanja Pegawai Langsung,511. Belanja Pegawai,31175508800,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.63837E+11,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,500000000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Nusa Tenggara Barat,Bali & Nusra,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.01232E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,53986075000,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,96006382717,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2010,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.27678E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2010,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,1.16432E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2010,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.44557E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
